นิติบุคคลจัดตั้งเดือนเมษายน  2558,,,,,,
ทั่วประเทศ,,,,,,
ที่,เลขทะเบียน,ชื่อนิติบุคคล,"วันที่
จดทะเบียน", ทุนจดทะเบียน ,รายละเอียดวัตถุประสงค์,ที่ตั้งสำนักงานใหญ่
40,0505558004016,บจ.ซะป๊ะ ดิ๊พ ฟราย จำกัด,24/4/2558," 2,000,000 ",ประกอบกิจการจำหน่ายอาหารและเครื่องดื่มทุกประเภท,12/6 หมู่ที่ 10  ต.ป่าไผ่ อ.สันทราย จ.เชียงใหม่ 50210
41,0503558002631,หจ.จีแอนด์ซี โกลบอล เซอร์วิส,20/4/2558," 2,000,000 ",ประกอบกิจการการบริการรับเป็นที่ปรึกษาและให้คำแนะนำปัญหาเกี่ยวกับด้านการขอวีซ่า,21/1 หมู่ที่ 11  ต.สันปูเลย อ.ดอยสะเก็ด จ.เชียงใหม่ 50220
42,0505558003346,บจ.อันเดอร์กราวน์ กราฟฟิคซ์ จำกัด,1/4/2558," 2,000,000 ",ขายปลีกสินค้าโดยวิธีการใช้สื่ออิเล็กทรอกนิกส์ผ่านระบบเครือข่ายอินเmอร์เน็ต,80/243 หมู่ที่ 10  ต.สันปูเลย อ.ดอยสะเก็ด จ.เชียงใหม่ 50220
43,0505558003401,บจ.สตาร์เทคสตีล  เชียงใหม่ จำกัด,2/4/2558," 2,000,000 ",ประกอบกิจการโรงงาน ผลิตและจำหน่ายแผ่นหลังคาเหล็กรีดลอน,287/5 หมู่ที่ 3  ต.สันผักหวาน อ.หางดง จ.เชียงใหม่ 50230
44,0505558003931,บจ.ฟูล กู๊ด จำกัด,22/4/2558," 2,000,000 ",ให้บริการที่พักรายวัน-รายเดือน,229 หมู่ที่ 12  ต.หนองควาย อ.หางดง จ.เชียงใหม่ 50230
45,0505558003583,บจ.ย่า หง จำกัด,9/4/2558," 2,000,000 ",ประกอบกิจการรับเหมาก่อสร้าง,234/87 หมู่ที่ 9  ต.หนองหาร อ.สันทราย จ.เชียงใหม่ 50290
46,0505558003796,บจ.เยน แท็ค เอ็นเตอร์ไพรส์ กรุ๊ป (ไทยแลนด์) จำกัด,17/4/2558," 2,000,000 ",การเป็นนายหน้าหรือตัวแทนค้าต่าง  และการรับซื้อขายที่ดิน,108/11 ถนนโชตนา  ต.ช้างเผือก อ.เมืองเชียงใหม่ จ.เชียงใหม่ 50300
47,0505558003834,บจ.คราวน์ ฮอล แพลนนิ่ง แอนด์ ดีเวลลอปเม้นท์ (ไทยแลนด์) จำกัด,17/4/2558," 2,000,000 ",การเป็นนายหน้าหรือตัวแทนค้าต่าง และการรับซื้อขายที่ดิน,108/11 ถนนโชตนา  ต.ช้างเผือก อ.เมืองเชียงใหม่ จ.เชียงใหม่ 50300
48,0505558004245,บจ.สโม๊คกี้ส์ เบียร์ บาร์ จำกัด,29/4/2558," 2,000,000 ",ประกอบกิจการจำหน่ายอาหาร และเครื่องดื่ม,188/12 เดอะทรีโอ เชียงใหม่ ชั้นที่ 1 ถนนห้วยแก้ว  ต.ช้างเผือก อ.เมืองเชียงใหม่ จ.เชียงใหม่ 50300
49,0505558003397,บจ.ขุนพลการไฟฟ้า จำกัด,2/4/2558," 1,800,000 ",จำหน่าย ติดตั้งเครื่องใช้ไฟฟ้า หม้อแปลงไฟฟ้า,391/5 หมู่ที่ 2  ต.สันผีเสื้อ อ.เมืองเชียงใหม่ จ.เชียงใหม่ 50300
50,0505558003621,บจ.โยคะเทรล เอเซีย จำกัด,9/4/2558," 1,600,000 ",รับจ้างผลิตซอฟต์แวร์ทั้งส่งออกต่างประเทศและรับจ้างผลิตเพื่อจำหน่ายภายในประเทศและต่างประเทศ,202 หมู่ที่ 1 ถนนคลองชลประทาน  ต.ช้างเผือก อ.เมืองเชียงใหม่ จ.เชียงใหม่ 50300
51,0503558002429,หจ.นพนทีการประปา,7/4/2558," 1,500,000 ",ประกอบกิจการให้บริการที่ปรึกษา ติดตั้ง วางระบบประปา ท่อน้ำประปา และงานที่เกี่ยวข้อง,138 ถนนเชียงใหม่-ลำปาง  ต.ช้างเผือก อ.เมืองเชียงใหม่ จ.เชียงใหม่ 50300
52,0503558002321,หจ.จตุรมิตร,1/4/2558," 1,000,000 ",ตัวแทนงานติดตามหนี้ เร่งรัดหนี้สิน งานประนอมหนี้ ประเภทเช่าซื้อรถยนต์,64 หมู่ที่ 2  ต.หนองป่าครั่ง อ.เมืองเชียงใหม่ จ.เชียงใหม่ 50000
53,0503558002348,หจ.โชควาณิชยากร,2/4/2558," 1,000,000 ",รับเหมาก่อสร้าง,135/15 หมู่ที่ 4  ต.หนองป่าครั่ง อ.เมืองเชียงใหม่ จ.เชียงใหม่ 50000
54,0503558002658,หจ.เคเอ โฮม คอนสตรัคชั่น,20/4/2558," 1,000,000 ",ประกอบกิจการรับเหมาก่อสร้าง อาคารพาณิชย์ อาคารที่พักอาศัย สถานที่ทำการ,373/48 ถนนมหิดล  ต.หนองหอย อ.เมืองเชียงใหม่ จ.เชียงใหม่ 50000
55,0503558002712,หจ.บุญฉวีวัฒน์,22/4/2558," 1,000,000 ",เป็นตัวแทน นายหน้า จัดหาสินค้า ให้บริการ โดยได้รับค่าตอบแทนเป็นค่านายหน้า ค่าบริการ,235/47 หมู่ที่ 6  ต.หนองหอย อ.เมืองเชียงใหม่ จ.เชียงใหม่ 50000
56,0505558003770,บจ.ยูออล แอนด์ มี จำกัด,16/4/2558," 1,000,000 ",นำเข้าและส่งออกเครื่องสำอางทั้งสำเร็จรูปและนำเข้ามาบรรจุหีบห่อ เครื่องใช้และเครื่องมือเสริมความงาม,110/1 หมู่ที่ 3  ต.ฟ้าฮ่าม อ.เมืองเชียงใหม่ จ.เชียงใหม่ 50000
57,0505558004059,บจ.ใจบ้านสตูดิโอ จำกัด,27/4/2558," 1,000,000 ",รับจ้างออกแบบ วางแผน และจัดทำแบบทางสถาปัตยกรรม,29/30 ถนนทุ่งโฮเต็ล  ต.วัดเกต อ.เมืองเชียงใหม่ จ.เชียงใหม่ 50000
58,0505558004083,บจ.อาร์.เอส.เอ็น. ทัวร์ อินเตอร์ (2015) จำกัด,28/4/2558," 1,000,000 ",ประกอบกิจการ  บริการนำเที่ยว ร่วมธุรกิจที่เกี่ยวข้องกับนำเที่ยวทุกชนิด,299/27 หมู่ที่ 5  ต.ท่าศาลา อ.เมืองเชียงใหม่ จ.เชียงใหม่ 50000
59,0505558004130,บจ.เหมยซือเล่อ ทราเวล จำกัด,28/4/2558," 1,000,000 ",ประกอบกิจการบริการนำเที่ยวทั้งภายในประเทศและระหว่างประเทศรับจองห้องพักโรงแรมตั๋วเครื่องบิน,88/146 หมู่ที่ 4  ต.ท่าศาลา อ.เมืองเชียงใหม่ จ.เชียงใหม่ 50000
60,0503558002542,หจ.เอ็มบีเอ ซอฟต์แวร์ เฮาส์,10/4/2558," 1,000,000 ",รับเขียนโปรแกรมคอมพิวเตอร์เพื่อใช้เฉพาะงาน,144/3 หมู่ที่ 7  ต.ป่าแดด อ.เมืองเชียงใหม่ จ.เชียงใหม่ 50100
