นิติบุคคลจัดตั้งเดือนกุมภาพันธ์  2558,,,,,,
ทั่วประเทศ,,,,,,
ที่,เลขทะเบียน,ชื่อนิติบุคคล,"วันที่
จดทะเบียน"," ทุนจดทะเบียน
(บาท) ",รายละเอียดวัตถุประสงค์เดิม,ที่ตั้งสำนักงานใหญ่
54,0905558000670,บจ.เอ็ม แอนด์ อี เอ็นจิเนียริ่ง อินโนเวชั่น จำกัด,16/2/2558," 1,000,000 ",ประกอบกิจการรับเหมาก่อสร้าง อาคารพาณิชย์ อาคารที่พักอาศัยและงานก่อสร้างอย่างอื่นทุกชนิด,38/1 หมู่ที่ 3  ต.ท่าชะมวง อ.รัตภูมิ จ.สงขลา 90180
55,0905558000866,บจ.วีวอย จำกัด,26/2/2558," 1,000,000 ",ผลิตและจำหน่ายเครื่องดื่ม,85/1 หมู่ที่ 3  ต.วัดจันทร์ อ.สทิงพระ จ.สงขลา 90190
56,0905558000653,บจ.พีทูเอ็น เอ็นจิเนียริ่ง จำกัด,13/2/2558," 1,000,000 ",รับเหมาก่อสร้าง,98 หมู่ที่ 9  ต.โคกม่วง อ.คลองหอยโข่ง จ.สงขลา 90230
57,0905558000912,บจ.เอ็มทีอาร์ โลจิสติกส์ (2015) จำกัด,27/2/2558," 1,000,000 ",บริหารจัดการด้านการขนส่งและสถานที่เก็บสินค้า,101 ถนนปาดังเบซาร์  ต.ปาดังเบซาร์ อ.สะเดา จ.สงขลา 90240
58,0905558000599,บจ.พีดับบลิวไอ กรุ๊ป จำกัด,10/2/2558," 1,000,000 ",ค้าสินค้าอุปโภคบริโภค,68 หมู่ที่ 6  ต.ทำนบ อ.สิงหนคร จ.สงขลา 90280
59,0905558000769,บจ.ซีสตาร์ ซัพพลาย แอนด์ เซอร์วิสเซส จำกัด,20/2/2558," 1,000,000 ",ค้าส่งสินค้าอุปโภคบริโภค,191/12 หมู่ที่ 5  ต.สทิงหม้อ อ.สิงหนคร จ.สงขลา 90280
60,0905558000785,บจ.โอเค ลอจิสติคส์ แอนด์ ซัพพลายส์ จำกัด,23/2/2558," 1,000,000 ",ประกอบกิจการขนส่งและขนถ่ายสินค้ารวมถึงคนโดยสาร,96/9 หมู่ที่ 3  ต.ชิงโค อ.สิงหนคร จ.สงขลา 90280
61,0905558000874,บจ.พรหมนวลอสังหาริมทรัพย์แอนด์ทัวร์ จำกัด,26/2/2558," 1,000,000 ",ประกอบกิจการบ้านจัดสรร อาคารพาณิชย์ คอนโดมิเนียมและที่ดิน,19/2 หมู่ที่ 8  ต.นาหม่อม อ.นาหม่อม จ.สงขลา 90310
62,0903558000244,หจ.มารีน เอ็นจิเนียริ่ง แอนด์ ซัพพลาย,6/2/2558," 1,000,000 ",ประกอบกิจการค้าอะไหล่เครื่องจักรเรือ เครื่องมือ อุปกรณ์สำหรับซ่อมมือ,7/1 หมู่ที่ 4  ต.วัดขนุน อ.สิงหนคร จ.สงขลา 90330
63,0905558000700,บจ.โรงสีโชคดีสมนึก2514 จำกัด,17/2/2558," 900,000 ",โรงสีข้าว ค้าข้าว,99/11 หมู่ที่ 3  ต.ระโนด อ.ระโนด จ.สงขลา 90140
64,0903558000295,หจ.เอส จี ทรานสปอร์ต แอนด์ เซอร์วิส,11/2/2558," 800,000 ",บริการขนส่งและขนถ่ายสินค้า,69/12 หมู่ที่ 8  ต.คอหงส์ อ.หาดใหญ่ จ.สงขลา 90110
65,0903558000422,หจ.อาร์เอ็น ค้าข้าว,27/2/2558," 700,000 ",ประกอบกิจการค้าข้าว ค้าข้าวสาร,95 ถนนอนุสรณ์ปู่คง  ต.คอหงส์ อ.หาดใหญ่ จ.สงขลา 90110
66,0903558000279,หจ.แน็ค คอมพิวเตอร์,10/2/2558," 500,000 ",จำหน่ายคอมพิวเตอร์,3/133 หมู่ที่ 5  ต.เขารูปช้าง อ.เมืองสงขลา จ.สงขลา 90000
67,0905558000424,บจ.สมชัย ซัพพลาย แอนด์ เซอร์วิส จำกัด,2/2/2558," 500,000 ",ประกอบกิจการบริการงานกลึง งานสกัด งานไส งานเจาะ,120/361 หมู่ที่ 8  ต.เขารูปช้าง อ.เมืองสงขลา จ.สงขลา 90000
68,0905558000441,บจ.โครงการตำราศูนย์แพทย์หาดใหญ่ จำกัด,4/2/2558," 500,000 ",ประกอบกิจการโรงพิมพ์ รับพิมพ์หนังสือ จำหน่ายหนังสือ ออกหนังสือพิมพ์ รับพิมพ์  บทความ ตำราเรียน,100/7 หมู่ที่ 4  ต.คอหงส์ อ.หาดใหญ่ จ.สงขลา 90110
69,0905558000921,บจ.พี วาย พี เซอร์วิส จำกัด,27/2/2558," 500,000 ",ให้บริการรับทำและต่ออายุวีซ่า ใบอนุญาตทำงาน หนังสือเดินทาง,94/32 หมู่ที่ 1  ต.ท่าข้าม อ.หาดใหญ่ จ.สงขลา 90110
70,0903558000406,หจ.ชุมทอง เอ็นจิเนียร์,26/2/2558," 500,000 ",การซ่อมเครื่องจักรที่ใช้งานทั่วไป,32/5 หมู่ที่ 5  ต.สทิงหม้อ อ.สิงหนคร จ.สงขลา 90280
71,0903558000210,หจ.วี เวดดิ้งแพลนเนอร์ แอนด์ โฟโต้กราฟ,3/2/2558," 400,000 ",บริการด้านเอ็นเทอร์เทนเม้นท์ สร้างความบันเทิง,452/9 ถนนเพชรเกษม  ต.หาดใหญ่ อ.หาดใหญ่ จ.สงขลา 90110
72,0905558000645,บจ.อุดมพร 186 จำกัด,12/2/2558," 300,000 ",รับเป็นที่ปรึกษา ฝึกอบรม,47/19 หมู่ที่ 4  ต.คลองแห อ.หาดใหญ่ จ.สงขลา 90110
73,0905558000548,บจ.เจนวายแมกกาซีน จำกัด,9/2/2558," 280,000 ",จำหน่ายหรือเผยแพร่หนังสือพิมพ์,3 ถนนวงศ์วานิช  ต.คอหงส์ อ.หาดใหญ่ จ.สงขลา 90110
74,0905558000734,บจ.ทีเอพี หาดใหญ่ บิซ จำกัด,17/2/2558," 200,000 ",เป็นตัวแทนจำหน่ายเตาเผาขยะระบบควบคุมอากาศ,177/23 ถนนรัถการ  ต.หาดใหญ่ อ.หาดใหญ่ จ.สงขลา 90110
75,0903558000198,หจ.สิมิลัน  อุปกรณ์ป้าย,2/2/2558," 100,000 ",ขายสินค้าเกี่ยวกับอุปกรณ์ทำป้าย,4/2 ถนนศุภสารรังสรรค์ ซอย 1  ต.หาดใหญ่ อ.หาดใหญ่ จ.สงขลา 90110
76,0903558000376,หจ.ตรวจสอบบัญชี นิภาภัทร,24/2/2558," 100,000 ",ตรวจสอบบัญชี,133 ถนนจุติอนุสรณ์  ต.หาดใหญ่ อ.หาดใหญ่ จ.สงขลา 90110
77,0903558000384,หจ.ตรวจสอบบัญชี เอ็นพีพี,24/2/2558," 100,000 ",ตรวจสอบบัญชี,133 ถนนจุติอนุสรณ์  ต.หาดใหญ่ อ.หาดใหญ่ จ.สงขลา 90110
1,0915558000017,บจ.สตูลไดฟ์ จำกัด,3/2/2558," 4,000,000 ",ประกอบกิจการนำเที่ยวและธุรกิจที่เกี่ยวข้องกับการนำเที่ยวทุกประเภท,76 ถนนสฤษดิ์ภูมินารถ  ต.พิมาน อ.เมืองสตูล จ.สตูล 91000
2,0913558000023,หจ.อดิศักดิ์การก่อสร้าง,16/2/2558," 3,500,000 ",รับเหมาก่อสร้างอาคารและที่พักอาศัย,99 ถนนสถิตยุติธรรม  ต.พิมาน อ.เมืองสตูล จ.สตูล 91000
3,0913558000031,หจ.อามานะฮ์ ดีไซน์แอนด์บิวดิ้ง,16/2/2558," 1,000,000 ",กิจการรับเหมาก่อสร้าง,70/3 ถนนศุลกานุกูล  ต.พิมาน อ.เมืองสตูล จ.สตูล 91000
4,0913558000040,หจ.จี เค เจริญพรการช่าง,16/2/2558," 1,000,000 ",รับเหมาก่อสร้างอาคาร อาคารพาณิชย์อาคารที่พักอาศัย สถานที่ทำการ และงานก่อสร้างทุกชนิด,168/30 ซอย1 ถนนสตูลธานี  ต.พิมาน อ.เมืองสตูล จ.สตูล 91000
5,0913558000058,หจ.ดี.อาร์.พี.สตูล,18/2/2558," 900,000 ",ประกอบกิจการนำเข้าส่งออกสินค้าอุปโภคบริโภคและสินค้าทางการเกษตร,76 หมู่ที่ 4  ต.ควนสตอ อ.ควนโดน จ.สตูล 91160
