นิติบุคคลจัดตั้งเดือนมิถุนายน  2558,,,,,,
ทั่วประเทศ,,,,,,
ที่,เลขทะเบียน,ชื่อนิติบุคคล,"วันที่
จดทะเบียน"," ทุนจดทะเบียน
(บาท) ",รายละเอียดวัตถุประสงค์,ที่ตั้งสำนักงานใหญ่
27 ,0835558007144,บจ.ชาร์ลอตเต้ แอนด์ ลูอี จำกัด,11/6/2558," 4,000,000 ",ประกอบกิจการห้องพักให้เช่า,2/9-10 ถนนสิริราชย์  ต.ป่าตอง อ.กะทู้ จ.ภูเก็ต 83150
28 ,0835558007136,บจ.เดอะ บียอน เฮอร์ริเทจ จำกัด,11/6/2558," 3,000,000 ",ซื้อ ขาย ถือกรรมการสิทธิ์ ครอบครองซื้อขาย ขายฝาก แลกเปลี่ยน จำนองจำนำที่ดิน อสังหาริมทรัพย์,147/2 หมู่ที่ 1  ต.ไม้ขาว อ.ถลาง จ.ภูเก็ต 83140
29 ,0835558007420,บจ.ทับเกษตร โฮลดิ้ง จำกัด,16/6/2558," 2,000,000 ",ประกอบกิจการผสมผสานระหว่างการเพาะปลูกและการเลี้ยงสัตว์,79/8 ถนนวิชิตสงคราม  ต.ตลาดเหนือ อ.เมืองภูเก็ต จ.ภูเก็ต 83000
30 ,0835558007331,บจ.โปรโมชั่น สโตร์ จำกัด,15/6/2558," 2,000,000 ",ประกอบธุรกิจนำเข้าและส่งออกเครื่องอุปโภค บริโภค ทุกชนิด,20/44 ถนนแม่หลวน  ต.ตลาดเหนือ อ.เมืองภูเก็ต จ.ภูเก็ต 83000
31 ,0835558007004,บจ.ยัว สมาร์ท เลเชอร์ แมเนจเม้นท์ (ภูเก็ต) จำกัด,9/6/2558," 2,000,000 ",จำหน่ายของที่ระลึกจากต่างประเทศ และในประเทศ,74/210 ถนนพูนผล  ต.ตลาดเหนือ อ.เมืองภูเก็ต จ.ภูเก็ต 83000
32 ,0835558007934,บจ.ไดมอนด์ทรานสปอร์ต จำกัด,30/6/2558," 2,000,000 ",การขนส่งผุ้โดยสารทางบกอื่นๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,89/3 หมู่ที่ 6  ต.วิชิต อ.เมืองภูเก็ต จ.ภูเก็ต 83000
33 ,0835558007900,บจ.ลีฟวิ่ง กู๊ด จำกัด,29/6/2558," 2,000,000 ",ประกอบกิจการอสังหาริมทรัพย์ ให้เช่า,64/46 หมู่ที่ 1 ถนนเจ้าฟ้าตะวันออก  ต.วิชิต อ.เมืองภูเก็ต จ.ภูเก็ต 83000
34 ,0835558006679,บจ.แฟชั่น  คอนซัลติ่ง จำกัด,3/6/2558," 2,000,000 ",ประกอบกิจการบริการออกแบบแฟชั่นเกี่ยวกับสิ่งทอและเครื่องแต่งกาย เสื้อผ้าในแบบต่างๆ,75/44 ถนนเยาวราช  ต.รัษฎา อ.เมืองภูเก็ต จ.ภูเก็ต 83000
35 ,0835558007365,บจ.ดีเอ็นพี อันดามัน เอ็นเตอร์ไพร์ส จำกัด,15/6/2558," 2,000,000 ",ประกอบกิจการ ดำน้ำรับสอนดำน้ำและบริการอื่นๆที่เกี่ยวข้องพร้อมจำหน่ายอุปกรณ์เกี่ยวกับการดำน้ำ,3 ซอย7 (ชงโค) ถนนหงษ์หยกอุทิศ  ต.ตลาดใหญ่ อ.เมืองภูเก็ต จ.ภูเก็ต 83000
36 ,0835558007756,บจ.พรีเมียร์ ไลฟ์สไตล์ จำกัด,25/6/2558," 2,000,000 ",ประกอบกิจการให้บริการนำเที่ยวทุกชนิด เมื่อได้รับอนุญาตจากกรมท่องเที่ยว,69 ถนนเยาวราช  ต.ตลาดเหนือ อ.เมืองภูเก็ต จ.ภูเก็ต 83000
37 ,0835558006776,บจ.ไดฟ์ ช้อยส์ จำกัด,4/6/2558," 2,000,000 ",ประกอบกิจการบริการสอนดำน้ำ และธุรกิจที่เกี่ยวข้องทุกชนิด,65/33 หมู่ที่ 2  ต.วิชิต อ.เมืองภูเก็ต จ.ภูเก็ต 83000
38 ,0835558007152,บจ.บลู ไดฟ์วิ่ง ภูเก็ต จำกัด,11/6/2558," 2,000,000 ",ประกอบกิจการบริการให้คำแนะนำเกี่ยวกับการดำน้ำและการใช้อุปกรณ์ดำน้ำ,69/169 หมู่ที่ 7  ต.รัษฎา อ.เมืองภูเก็ต จ.ภูเก็ต 83000
39 ,0835558007195,บจ.อาร์ต ออฟ แคชเมียร์ จำกัด,11/6/2558," 2,000,000 ",จำหน่ายสิ่งถัก สิ่งทอ เช่น ผ้าพันคอ ผ้าคลุมไหล่ พรม,34 ถนนหลวงพ่อฉ้วน  ต.กะรน อ.เมืองภูเก็ต จ.ภูเก็ต 83100
40 ,0835558007241,บจ.เพียวลาเทค จำกัด,12/6/2558," 2,000,000 ",ประกอบกิจการผลิตที่นอน ฐานรองที่นอน หมอน ปลอกหมอน ที่ทำจากยางธรรมชาติหรือยางสังเคราะห์,19 หมู่ที่ 6  ต.ศรีสุนทร อ.ถลาง จ.ภูเก็ต 83110
41 ,0835558007781,บจ.เอมอ (ไทยแลนด์) จำกัด,26/6/2558," 2,000,000 ",ประกอบกิจการ รับเหมาก่อสร้างอาคารทุกประเภท และอื่นๆ,93/2 หมู่ที่ 7  ต.ศรีสุนทร อ.ถลาง จ.ภูเก็ต 83110
42 ,0835558006687,บจ.แอพโพโล กรุ๊ป จำกัด,3/6/2558," 2,000,000 ",ประกอบกิจการซื้อ ขายให้เช่าและดำเนินงานด้านอสังหาริมทรัพย์ทุกชนิด,56/20 หมู่ที่ 4  ต.เชิงทะเล อ.ถลาง จ.ภูเก็ต 83110
43 ,0835558007357,บจ.เอ็มดับบลิว โฮลดิ้ง จำกัด,15/6/2558," 2,000,000 ",ซื้อ ขาย ให้เช่า บ้าน อาคารชุด และอสังหาริมทรัพย์ทุกชนิด,200/121 หมู่ที่ 4  ต.ศรีสุนทร อ.ถลาง จ.ภูเก็ต 83110
44 ,0835558007918,บจ.แมนดาริน เซอร์วิส จำกัด,29/6/2558," 2,000,000 ",ประกอบกิจการซื้อ ขาย ให้เช่าอสังหาริมทรัพย์ตลอดเป็นเจ้าของอสังหาริมทรัพย์ภายในเงื่อนไข,108/1 หมู่ที่ 6  ต.เชิงทะเล อ.ถลาง จ.ภูเก็ต 83110
45 ,0835558007659,บจ.อมาธัส โฮลดิ้งส์ จำกัด,22/6/2558," 2,000,000 ",ประกอบกิจการ การให้เช่า การซื้อ การขาย พัฒนา และการดำเนินการด้านอสังหาริมทรัพย์,19/19 หมู่ที่ 4  ต.เทพกระษัตรี อ.ถลาง จ.ภูเก็ต 83110
46 ,0835558007284,บจ.สปอร์ทีส จำกัด,12/6/2558," 2,000,000 ",ประกอบกิจการดำเนินงานด้านการตลาด เป็นตัวแทนนายหน้าการขายอสังหาริมทรัพย์ทุกชนิด,57/2 หมู่ที่ 3  ต.ป่าคลอก อ.ถลาง จ.ภูเก็ต 83110
47 ,0835558007373,บจ.โยคะ รีพับบลิค จำกัด,15/6/2558," 2,000,000 ",ประกอบธุรกิจให้บริการแนะนำด้านโยคะและให้บริการฝึกสอนโยคะทุกประเภทแก่บุคคลทั่วไป,123/3-5 หมู่ที่ 5  ต.เชิงทะเล อ.ถลาง จ.ภูเก็ต 83110
48 ,0835558007462,บจ.วอทแมงโก้ จำกัด,17/6/2558," 2,000,000 ",ให้คำปรึกษา เป็นที่ปรึกษา และประกอบกิจการสถาบันสอน เกี่ยวกับดนตรีและการแสดงทุกประเภท,138/10 หมู่ที่ 6  ต.เชิงทะเล อ.ถลาง จ.ภูเก็ต 83110
