นิติบุคคลจัดตั้งเดือนกรกฎาคม  2558,,,,,,
ทั่วประเทศ,,,,,,
ที่,เลขทะเบียน,ชื่อนิติบุคคล,"วันที่
จดทะเบียน"," ทุนจดทะเบียน
(บาท) ",รายละเอียดวัตถุประสงค์,ที่ตั้งสำนักงานใหญ่
35,0835558009015,บจ.จอมเทียน จำกัด,28/7/2558," 2,000,000 ",การให้เช่า การขาย การซื้อและการดำเนินงานด้านอสังหาริมทรัพย์,93/109 หมู่ที่ 4  ต.วิชิต อ.เมืองภูเก็ต จ.ภูเก็ต 83000
36,0835558008914,บจ.พีเจเจ อินเตอร์เนชั่นเนล จำกัด,23/7/2558," 2,000,000 ",ประกอบกิจการจำหน่ายอาหารและเครื่องดื่ม,98/60-61 ถนนกะตะ  ต.กะรน อ.เมืองภูเก็ต จ.ภูเก็ต 83100
37,0835558008051,บจ.บลูสกาย เรนทัล ภูเก็ต จำกัด,2/7/2558," 2,000,000 ",ประกอบกิจการเป็นนายหน้าให้เช่าอสังหาริมทรัพย์ บริหารที่พักให้เช่า รับเหมาต่อเติมที่พักอาศัยทุกชนิด,49/25 ถนนบ้านดอน-เชิงทะเล  ต.เชิงทะเล อ.ถลาง จ.ภูเก็ต 83110
38,0835558008302,บจ.เร็นทอล พร็อพเพอร์ตี้ ภูเก็ต จำกัด,8/7/2558," 2,000,000 ",นายหน้า ตัวแทน ในการจัดซื้อ จัดหา จัดจ้างให้เช่า อสังหาริมทรัพย์ และสังหาริมทรัพย์,10/6 หมู่ที่ 3 ถนนศรีสุนทร  ต.เชิงทะเล อ.ถลาง จ.ภูเก็ต 83110
39,0835558008426,บจ.กราวด์ ซัพพอร์ท เซอร์วิส จำกัด,13/7/2558," 2,000,000 ",ให้บริการรถและอุปกรณ์อำนวยความสะดวกภาคพื้นบริการงานขนถ่ายสัมภาระและสินค้าภายในสนามบิน,123/37 หมู่ที่ 9  ต.เทพกระษัตรี อ.ถลาง จ.ภูเก็ต 83110
40,0835558008477,บจ.ฟอร์รินเนอร์ส ลีเกิ้ล เอด จำกัด,13/7/2558," 2,000,000 ",ให้บริการแนะนำและแก้ไขปัญหาทางกฎหมายแก่บุคคลทั่วไปทั้งชาวไทยและชาวต่างชาติ,1/5 หมู่ที่ 8  ต.ศรีสุนทร อ.ถลาง จ.ภูเก็ต 83110
41,0835558008647,บจ.ธิงค์ มีเดีย (ไทยแลนด์) จำกัด,16/7/2558," 2,000,000 ",ประกอบกิจการจัดสร้างและจำหน่ายภาพยนตร์ ภาพยนตร์สั้น ภาพยนตร์โฆษณา รับจัดทำเว็บไซน์ นิตยสารสิ่งพิมพ์,249/11 หมู่ที่ 8  ต.เทพกระษัตรี อ.ถลาง จ.ภูเก็ต 83110
42,0835558008744,บจ.พีพีเค เมทัลชีท จำกัด,20/7/2558," 2,000,000 ",ประกอบกิจการผลิตและจำหน่ายแผ่นหลังคาเหล็กขึ้นรูป,159/137 หมู่ที่ 5  ต.ศรีสุนทร อ.ถลาง จ.ภูเก็ต 83110
43,0835558008868,บจ.ไทยซาก้า จำกัด,22/7/2558," 2,000,000 ",การบริการด้านอาหารในภัตตาคาร ร้านอาหาร,45/36 หมู่ที่ 3  ต.เทพกระษัตรี อ.ถลาง จ.ภูเก็ต 83110
44,0835558008728,บจ.โยคะ เวิลด์ จำกัด,20/7/2558," 2,000,000 ",ประกอบกิจการบริการฝึกอบรมโยคะ,92/37 หมู่ที่ 6  ต.กะทู้ อ.กะทู้ จ.ภูเก็ต 83120
45,0835558008132,บจ.ภูเก็ต สมาร์ท จำกัด,3/7/2558," 2,000,000 ",ประกอบกิจการรับเหมาก่อสร้าง อาคารพาณิชย์ อาคารที่พักอาศัย และออกแบบตกแต่งภายในอาคาร,46/19 หมู่ที่ 7  ต.ราไวย์ อ.เมืองภูเก็ต จ.ภูเก็ต 83130
46,0835558008159,บจ.โนเบลสส์ โอบลิจจ์ จำกัด,3/7/2558," 2,000,000 ",จำหน่ายเครื่องดื่ม,49/62 หมู่ที่ 7  ต.ราไวย์ อ.เมืองภูเก็ต จ.ภูเก็ต 83130
47,0835558008230,บจ.อีเวอร์วิลล์ อินดัสเทรียล จำกัด,7/7/2558," 2,000,000 ",ประกอบกิจการโรงงานอุตสาหกรรมผลิตชิ้นส่วนพลาสติกเพื่อประกอบรถยนต์ทุกชนิด,87/4 หมู่ที่ 7  ต.ฉลอง อ.เมืองภูเก็ต จ.ภูเก็ต 83130
48,0835558008311,บจ.เพียว เฮเว่น กรุ๊ป จำกัด,8/7/2558," 2,000,000 ",ประกอบกิจการจำหน่ายอาหารและเครื่องดื่ม รวมถึงอาหารและเครื่องดื่่มเพื่อสุขภาพต่าง,45/40 หมู่ที่ 1  ต.ฉลอง อ.เมืองภูเก็ต จ.ภูเก็ต 83130
49,0835558008396,บจ.อินฟินิตี้ ยูนิเวอร์เซล จำกัด,10/7/2558," 2,000,000 ",ให้บริการสปา,32/65 หมู่ที่ 4  ต.ราไวย์ อ.เมืองภูเก็ต จ.ภูเก็ต 83130
50,0835558008655,บจ.โรซ่า คอนซัลติ้ง จำกัด,17/7/2558," 2,000,000 ",ประกอบกิจการให้คำปรึกษาและการจัดหาเกี่ยวกับซอฟแวร์,3/7 หมู่ที่ 8  ต.ฉลอง อ.เมืองภูเก็ต จ.ภูเก็ต 83130
51,0835558008680,บจ.คานาโลอะ จำกัด,17/7/2558," 2,000,000 ",ประกอบกิจการส่งออก สินค้า ผลิตภัณฑ์ที่เกี่ยวข้องกับการดำน้ำทุกชนิด,9/85 หมู่ที่ 9  ต.ฉลอง อ.เมืองภูเก็ต จ.ภูเก็ต 83130
52,0835558008736,บจ.อัญชัน กรุ๊ป จำกัด,20/7/2558," 2,000,000 ",โรงแรม  รีสอร์ทและห้องชุด,83/18 หมู่ที่ 7  ต.ฉลอง อ.เมืองภูเก็ต จ.ภูเก็ต 83130
53,0835558009074,บจ.กบวัสดุภัณฑ์ จำกัด,29/7/2558," 2,000,000 ",ประกอบกิจการจำหน่ายวัสดุก่อสร้าง,22/8 หมู่ที่ 6 ถนนเจ้าฟ้าตะวันตก  ต.ฉลอง อ.เมืองภูเก็ต จ.ภูเก็ต 83130
54,0835558008442,บจ.จาด้า แอนด์ จาด้า จำกัด,13/7/2558," 2,000,000 ",ประกอบกิจการร้านอาหาร และจำหน่ายเครื่องดื่ม สุรา บุหรี่ ทั้งในและต่างประเทศ,19/3 หมู่ที่ 6  ต.กมลา อ.กะทู้ จ.ภูเก็ต 83150
55,0835558008612,บจ.อินเท็นโก้ (ไทยแลนด์) จำกัด,16/7/2558," 2,000,000 ",ประกอบกิจการจัดการ ให้คำปรึกษา และก่อสร้าง เกี่ยวกับโรงงานเคมีภัณฑ์ และเภสัชกรรม,99/51 หมู่ที่ 5  ต.กมลา อ.กะทู้ จ.ภูเก็ต 83150
56,0835558008931,บจ.เดอะ รูม ป่าตอง จำกัด,23/7/2558," 2,000,000 ",ประกอบธุรกิจให้เช่าห้องพักรายวันรายเดือน,159/8 (ข้างห้างจังซีลอน) ถนนผังเมืองสาย ก  ต.ป่าตอง อ.กะทู้ จ.ภูเก็ต 83150
