นิติบุคคลจัดตั้งเดือนกันยายน  2558,,,,,,,,
ทั่วประเทศ,,,,,,,,
ที่,เลขทะเบียน,ชื่อนิติบุคคล,"วันที่
จดทะเบียน"," ทุนจดทะเบียน
(บาท) ",รายละเอียดวัตถุประสงค์,ที่ตั้งสำนักงานใหญ่,,
22,0635558000877,บจ.เหรียญทองซีเมนต์ จำกัด,24/9/2558," 1,000,000 ",ประกอบกิจการรับเหมาก่อสร้างทุกชนิด,711/1 หมู่ที่ 1  ต.อุ้มผาง อ.อุ้มผาง จ.ตาก 63170,,
23,0633558000786,หจ.เสริมทรัพย์ 58 คอนสตรัคชั่น,30/9/2558," 700,000 ",ติดตั้งเครื่องปรับอากาศและรับซ่อมเครื่องปรับอากาศ,31 หมู่ที่ 6  ต.สมอโคน อ.บ้านตาก จ.ตาก 63120,,
24,0633558000697,หจ.เพชรวิชัย ทรานสปอร์ต,15/9/2558," 600,000 ",รับจ้างขนส่งสินค้า,234/5 หมู่ที่ 10  ต.น้ำรึม อ.เมืองตาก จ.ตาก 63000,,
25,0633558000760,หจ.คำหวันก่อสร้าง,29/9/2558," 500,000 ",ประกอบกิจการรับเหมาก่อสร้างอาคาร อาคารพาณิชย์ อาคารที่พักอาศัย งานก่อสร้างทุกชนิด,49/5 หมู่ที่ 5  ต.แม่ตื่น อ.แม่ระมาด จ.ตาก 63140,,
26,0633558000778,หจ.ใต้ฝุ่นวิศวกรรม,29/9/2558," 500,000 ",ประกอบกิจการรับเหมาก่อสร้างอาคาร อาคารพาณิชย์ อาคารที่พักอาศัย งานก่อสร้าง และงานโยธาทุกชนิด,49/5 หมู่ที่ 5  ต.แม่ตื่น อ.แม่ระมาด จ.ตาก 63140,,
27,0633558000701,หจ.พี.ที.แม่สอด เซอร์เวย์,21/9/2558," 300,000 ",ประกอบกิจการตรวจสอบอุบัติเหตุด้าน วินาศภัยให้กับบริษัทประกันภัยหรือผู้ว่าจ้าง,684/3 ถนนอินทรคีรี  ต.แม่สอด อ.แม่สอด จ.ตาก 63110,,
28,0633558000719,หจ.มนตรา รถยก,23/9/2558," 200,000 ",ประกอบกิจการรถยก,157 หมู่ที่ 7  ต.แม่ปะ อ.แม่สอด จ.ตาก 63110,,
1,0643558000468,หจ.พี.วาย.ที 2015คอนสตรัคชั่น,28/9/2558," 3,000,000 ",ประกอบกิจการรับเหมาก่อสร้างอาคาร เขื่อน อุโมงค์ และงานก่อสร้างอย่างอื่นทุกชนิด,134/1 หมู่ที่ 5  ต.หนองกลับ อ.สวรรคโลก จ.สุโขทัย 64110,,
2,0643558000441,หจ.ส.ไชโย  เอ็นจิเนียริ่ง,21/9/2558," 3,000,000 ",รับเหมาก่อสร้าง,139 หมู่ที่ 6  ต.ศรีสัชนาลัย อ.ศรีสัชนาลัย จ.สุโขทัย 64130,,
3,0643558000433,หจ.อติกานต์ ก่อสร้าง 2509,11/9/2558," 1,000,000 ",รับเหมาก่อสร้าง,391 หมู่ที่ 9  ต.ปากแคว อ.เมืองสุโขทัย จ.สุโขทัย 64000,,
4,0645558000249,บจ.จัดหางาน ดีแมนซัพพลาย  จำกัด,3/9/2558," 1,000,000 ",ประกอบกิจการธุรกิจจัดหางาน,45/5 หมู่ที่ 3  ต.ย่านยาว อ.สวรรคโลก จ.สุโขทัย 64110,,
5,0643558000450,หจ.มลิวัลย์การเกษตร,21/9/2558," 1,000,000 ",ประกอบกิจการจำหน่ายปุ๋ย เมล็ดพันธุ์ เครื่องจักรกลการเกษตร ข้าวเปลือก,124/3 หมู่ที่ 5  ต.วัดเกาะ อ.ศรีสำโรง จ.สุโขทัย 64120,,
6,0645558000265,บจ.เพชรแสงทอง คอนสตรัคชั่น จำกัด,25/9/2558," 1,000,000 ",ประกอบกิจการรับเหมาก่อสร้างทั่วไป และตกแต่งภูมิทัศน์,14/1 หมู่ที่ 4  ต.วังตะคร้อ อ.บ้านด่านลานหอย จ.สุโขทัย 64140,,
7,0645558000257,บจ.เอสที9 เทคโนโลยี จำกัด,17/9/2558," 1,000,000 ",จำหน่ายแผงโซล่าเซลล์ อุปกรณ์โซล่าเซลล์และติดตั้ง,354/5 หมู่ที่ 1  ต.ทุ่งเสลี่ยม อ.ทุ่งเสลี่ยม จ.สุโขทัย 64150,,
8,0643558000417,หจ.วีเอสพี.ปริ้น,4/9/2558," 520,000 ",รับเหมาติดตั้งกระจกอลูมิเนียม อุปกรณ์ไฟฟ้า,91 ถนนจรดวิถีถ่อง  ต.ธานี อ.เมืองสุโขทัย จ.สุโขทัย 64000,,
9,0643558000425,หจ.ชนะชัยสุราไทย,8/9/2558," 200,000 ",ผลิตจำหน่ายสุรากลั่นชุมชน สุราพื้นเมือง สุราสมุนไพร ผลไม้และสุราแช่ชนิดอื่น,203 หมู่ที่ 16  ต.โตนด อ.คีรีมาศ จ.สุโขทัย 64160,,
1,0655558001016,บจ.ซีอาร์ มอเตอร์ จำกัด,22/9/2558," 5,000,000 ",ประกอบกิจการขายยานยนต์,999/888 หมู่ที่ 3  ต.อรัญญิก อ.เมืองพิษณุโลก จ.พิษณุโลก 65000,,
2,0653558002274,หจ.เจพีพี การโยธา,8/9/2558," 5,000,000 ",ประกอบกิจการรับเหมาก่อสร้าง,159 หมู่ที่ 2  ต.นครไทย อ.นครไทย จ.พิษณุโลก 65120,,
3,0653558002291,หจ.ฟ้าไพลิน ทรานสปอร์ต 2015,9/9/2558," 3,000,000 ",การขนส่งสินค้าทางถนน,24/22 ถนนมิตรภาพ  ต.ในเมือง อ.เมืองพิษณุโลก จ.พิษณุโลก 65000,,
4,0655558000907,บจ.เมืองพลแฮทเชอรี่ จำกัด,1/9/2558," 2,000,000 ",ประกอบกิจการโรงงานฟักลูกไก่,289 หมู่ที่ 11  ต.ดอนทอง อ.เมืองพิษณุโลก จ.พิษณุโลก 65000,,
5,0655558000931,บจ.มาซูมิ จำกัด,8/9/2558," 2,000,000 ",ประกอบกิจการจำหน่ายอุปกรณ์เครื่องใช้ไฟฟ้าทุกชนิด,160/19 หมู่ที่ 5  ต.อรัญญิก อ.เมืองพิษณุโลก จ.พิษณุโลก 65000,,
6,0655558000991,บจ.บีบีเค ฟาร์ อีสท์ ฮับ จำกัด,17/9/2558," 2,000,000 ",รับเป็นตัวกลาง นายหน้าติดต่อซื้อขายอสังหาริมทรัพย์,17/18 ถนนสิงหวัฒน์  ต.ในเมือง อ.เมืองพิษณุโลก จ.พิษณุโลก 65000,,
7,0653558002266,หจ.ประทุมเลิศ 2509,4/9/2558," 1,000,000 ",ประกอบกิจการให้บริการ รถเช่า รถส่วนบุคคลทุกประเภทแบบเช่ารายวัน รายสัปดาห์ เดือน ปี,7 หมู่ที่ 1  ต.สมอแข อ.เมืองพิษณุโลก จ.พิษณุโลก 65000,,
8,0653558002282,หจ.ฟาร์มคลองตะเคียน,9/9/2558," 1,000,000 ",การขายส่งเนื้อสัตว์และผลิตภัณฑ์จากสัตว์,13 หมู่ที่ 11  ต.ดอนทอง อ.เมืองพิษณุโลก จ.พิษณุโลก 65000,,
9,0653558002312,หจ.ศักดิ์รินทร์ ค้าวัสดุก่อสร้าง,11/9/2558," 1,000,000 ",ประกอบกิจการจำหน่ายวัสดุก่อสร้าง,119/23 หมู่ที่ 5  ต.อรัญญิก อ.เมืองพิษณุโลก จ.พิษณุโลก 65000,,
10,0653558002321,หจ.ดอนทอง กรุ๊ป,11/9/2558," 1,000,000 ",ประกอบกิจการรับเหมาก่อสร้าง,106 หมู่ที่ 2  ต.ดอนทอง อ.เมืองพิษณุโลก จ.พิษณุโลก 65000,,
11,0653558002355,หจ.สยามเอสแอล,17/9/2558," 1,000,000 ",ประกอบกิจการนายหน้าค้าอสังหาริมทรัพย์,17/18 ถนนสิงหวัฒน์  ต.ในเมือง อ.เมืองพิษณุโลก จ.พิษณุโลก 65000,,
