นิติบุคคลจัดตั้งเดือนตุลาคม  2558,,,,,,,,
ทั่วประเทศ,,,,,,,,
ลำดับ,เลขทะเบียน,ชื่อนิติบุคคล,"วันที่
จดทะเบียน"," ทุนจดทะเบียน
(บาท) ",รายละเอียดวัตถุประสงค์,ที่ตั้งสำนักงานใหญ่,,
27,0415558001981,บจ.เอ.บี.ซี.ดีไซน์ คอนสตรัคชั่น จำกัด,26/10/2558," 1,000,000 ",ประกอบกิจการออกแบบ ตกแต่งภายใน ภายนอก อาคาร สถานที่ต่าง ๆ,61/42 ถนนบ้านโนน  ต.หมากแข้ง อ.เมืองอุดรธานี จ.อุดรธานี 41000,,
28,0415558002006,บจ.อี แฟรนไชส์ โกลบอล จำกัด,29/10/2558," 1,000,000 ",ประกอบกิจการค้าสินค้าอุปโภคบริโภคโดยวิธีการใช้สื่ออิเล็กทรอนิกส์ผ่านระบบเครือข่ายอินเทอร์เน็ต,247 ถนนรอบเมือง(โครงการสิทธารมย์)  ต.หมากแข้ง อ.เมืองอุดรธานี จ.อุดรธานี 41000,,
29,0415558002022,บจ.แสนทรัพย์สกล การโยธา จำกัด,30/10/2558," 1,000,000 ",รับเหมาก่อสร้างต่างๆ รวมทั้งานโยธาทุกประเภท,275 หมู่ที่ 1  ต.บ้านจั่น อ.เมืองอุดรธานี จ.อุดรธานี 41000,,
30,0415558002031,บจ.ไฟน์อาร์ต โปรดักชั่น กรุ๊ป จำกัด,30/10/2558," 1,000,000 ",ประกอบกิจการรับดำเนินการทางด้านศิลปะ สร้างสรรค์ และรับดำเนินการจัดการประชุม,49/100 หมู่ที่ 5  ต.หนองบัว อ.เมืองอุดรธานี จ.อุดรธานี 41000,,
31,0413558002489,หจ.สิงห์สยาม เอ็นจิเนียริ่ง แอนด์ ซัพพลาย,7/10/2558," 1,000,000 ",ประกอบกิจการรับเหมาก่อสร้างและออกแบบงานก่อสร้างวางระบบผังโครงการ รวมถึงควบคุมงาน,29 หมู่ที่ 2  ต.เวียงคำ อ.กุมภวาปี จ.อุดรธานี 41110,,
32,0413558002705,หจ.กิตติศักดิ์ รุ่งเรือง 2558,27/10/2558," 1,000,000 ",รับเหมาก่อสร้าง,120 หมู่ที่ 2  ต.ค้อใหญ่ อ.กู่แก้ว จ.อุดรธานี 41130,,
33,0413558002624,หจ.หนอนแก้วนาพู่,20/10/2558," 1,000,000 ",ประกอบกิจการรับเหมาก่อสร้าง,311 หมู่ที่ 15  ต.นาพู่ อ.เพ็ญ จ.อุดรธานี 41150,,
34,0413558002560,หจ.อีส รุ่งเรืองทรัพย์,12/10/2558," 1,000,000 ",ประกอบกิจการรับเหมาก่อสร้างอาคารพาณิชย์,57 หมู่ที่ 1  ต.โนนทอง อ.บ้านผือ จ.อุดรธานี 41160,,
35,0413558002586,หจ.ไชยพูนเงิน,14/10/2558," 1,000,000 ",ประกอบกิจการรับเหมาก่อสร้าง,19 หมู่ที่ 13  ต.จำปาโมง อ.บ้านผือ จ.อุดรธานี 41160,,
36,0413558002411,หจ.ช่างแอ็ด ก่อสร้าง,1/10/2558," 1,000,000 ",ประกอบกิจการรับเหมาก่อสร้าง,73 หมู่ที่ 5  ต.บ้านม่วง อ.บ้านดุง จ.อุดรธานี 41190,,
37,0413558002420,หจ.พลอยประกายแก้ว,1/10/2558," 1,000,000 ",ประกอบกิจการจำหน่ายวัสดุก่อสร้าง และรับเหมาก่อสร้างทุกชนิด,196 หมู่ที่ 1  ต.โพนสูง อ.บ้านดุง จ.อุดรธานี 41190,,
38,0413558002551,หจ.วีระศักดิ์ก่อสร้าง,12/10/2558," 1,000,000 ",ประกอบกิจการรับเหมาก่อสร้าง,45 หมู่ที่ 3  ต.นาคำ อ.บ้านดุง จ.อุดรธานี 41190,,
39,0413558002535,หจ.เอฟ 5 กรุ๊ป,12/10/2558," 1,000,000 ",ประกอบกิจการรับเหมาก่อสร้าง,104 หมู่บ้านห้วยวังปลา หมู่ที่ 5  ต.ศรีธาตุ อ.ศรีธาตุ จ.อุดรธานี 41230,,
40,0413558002675,หจ.ก.รุ่งเรืองกิจตระกูลทรัพย์,26/10/2558," 1,000,000 ",ประกอบกิจการรับเหมาก่อสร้างอาคาร อาคารพาณิชย์ สถานที่ทำการ,49 หมู่ที่ 10  ต.ศรีธาตุ อ.ศรีธาตุ จ.อุดรธานี 41230,,
41,0413558002632,หจ.ยักษ์แสด เอ็นจิเนียริ่ง,22/10/2558," 1,000,000 ",ประกอบกิจการรับจ้างออกแบบก่อสร้าง,8 หมู่ที่ 1  ต.สร้างก่อ อ.กุดจับ จ.อุดรธานี 41250,,
42,0415558001891,บจ.แอร์เทค บาลานซ์ซิ่ง จำกัด,6/10/2558," 1,000,000 ",ประกอบกิจการจำหน่าย นำเข้า ส่งออก ซื้อมาขายไป อุปกรณ์ก่อสร้าง วัสดุก่อสร้าง เครื่องมือ เครื่องใช้,208 หมู่ที่ 8  ต.เชียงเพ็ง อ.กุดจับ จ.อุดรธานี 41250,,
43,0413558002462,หจ.เทพเหรียญชัย 72,5/10/2558," 1,000,000 ",รับเหมาก่อสร้าง,4 หมู่บ้านหนองแวงโคก หมู่ที่ 2  ต.วังสามหมอ อ.วังสามหมอ จ.อุดรธานี 41280,,
44,0413558002497,หจ.เงินคำเกษตรภัณฑ์,7/10/2558," 1,000,000 ",ประกอบกิจการค้าเคมีภัณฑ์ ปุ๋ย ยาปราบศัตรูพืช,29/1 หมู่ที่ 5  ต.หนองบัวบาน อ.หนองวัวซอ จ.อุดรธานี 41360,,
45,0415558001972,บจ.บิ๊กเอ คอร์ปอเรชั่น จำกัด,22/10/2558," 1,000,000 ",ประกอบกิจการเป็นตัวแทนจำหน่ายปุ๋ยเคมี,88 หมู่ที่ 4  ต.หนองบัวบาน อ.หนองวัวซอ จ.อุดรธานี 41360,,
46,0413558002471,หจ.เอส.จี.ดีเวลลอปเม้นท์,6/10/2558," 1,000,000 ",ประกอบกิจการรับเหมาก่อสร้าง,187 หมู่ที่ 14  ต.พันดอน อ.กุมภวาปี จ.อุดรธานี 41370,,
47,0413558002659,หจ.กมลฉัตร เซอร์เวเยอร์,22/10/2558," 500,000 ",ประกอบกิจการให้บริการ ประเมินราคาทรัพย์ที่ได้รับความเสียหาย,766/64 หมู่ที่ 1  ต.บ้านเลื่อม อ.เมืองอุดรธานี จ.อุดรธานี 41000,,
48,0413558002501,หจ.น้ำโสม โฮมทีวี,8/10/2558," 500,000 ",ประกอบกิจการรับติดตั้งสัญญาณสายเคเบิ้ลทีวี,251 หมู่บ้านโสมสุข หมู่ที่ 7  ต.ศรีสำราญ อ.น้ำโสม จ.อุดรธานี 41210,,
49,0413558002641,หจ.มาชิจัง 2015,22/10/2558," 400,000 ",ประกอบกิจการขายอาหารที่ปรุงขึ้นเพื่อบริโภค,101 หมู่ที่ 1  ต.หนองเม็ก อ.หนองหาน จ.อุดรธานี 41130,,
50,0413558002683,หจ.คิว เอส พี โซลูชัน แอนด์ คอนเซ้าท์ติ้ง,26/10/2558," 20,000 ",กิจกรรมการจัดทำโปรแกรมเว็บเพจและเครือข่าย ตามวัตถุประสงค์ของผู้ใช้,77 หมู่ที่ 9  ต.บุ่งแก้ว อ.โนนสะอาด จ.อุดรธานี 41240,,
1,0425558000437,บจ.เอ็มจี ออโต้เซลล์ จำกัด,19/10/2558," 5,000,000 ",ประกอบกิจการจำหน่าย เป็นตัวแทนจำหน่าย รถยนต์ใหม่และใช้แล้ว รวมถึงการเปลี่ยนถ่านน้ำมันทุกชนิด,28/1 ถนนเลย-เชียงคาน  ต.กุดป่อง อ.เมืองเลย จ.เลย 42000,,
2,0425558000445,บจ.เลยปิโตรเลียม (2015) จำกัด,21/10/2558," 5,000,000 ",ประกอบกิจการสถานีบริการน้ำมันเชื้อเพลิง,345 หมู่ที่ 11  ต.เมือง อ.เมืองเลย จ.เลย 42000,,
